Manufacturer,Brand,Product Name,Model Number,Input Power Type,Fixture Maximum Ambient Temp,Width,Height,Diameter,Warranty,Length,Date Qualified,Reported Minimum Input Voltage,Reported Maximum Input Voltage,Spectrally Tunable,Dimmable,Reported Photosynthetic Photon Efficacy (400-700nm),Reported Photosynthetic Photon Flux (400-700nm),Reported Minimum Photosynthetic Photon Flux,Reported Default Photosynthetic Photon Flux,Reported Photon Flux Blue (400-500nm),Reported Photon Flux Green (500-600nm),Reported Photon Flux Red (600-700nm),Reported Photon Flux Far Red (700-800nm),Reported Photon Flux (280-800nm),Reported Photon Efficacy (280-800nm),Tested Photosynthetic Photon Efficacy (400-700nm),Tested Photosynthetic Photon Flux (400-700nm),Tested Photon Flux Blue (400-500nm),Tested Photon Flux Green (500-600nm),Tested Photon Flux Red (600-700nm),Tested Photon Flux Far Red (700-800nm),Tested Photon Flux (280-800nm),Tested Photon Efficacy (280-800nm),Reported Input Wattage,Reported Default Input Wattage,Reported Minimum Input Wattage,Reported Power Factor,Reported Total Harmonic Distortion,Tested Input Wattage,Tested Voltage for Minimum Efficacy,Tested Power Factor,Tested Total Harmonic Distortion,Tested DC Input Current,Dimming and Control Method to the Product
HLG,Horticulture Lighting Group,HLG700 Rspec FR HV,HLG700 Rspec FR HV,AC,40,27,3.5,,5,37.2 in,2023-08-28,240,277,No,TRUE,2.3,1457,0,1457,240,580,647,102,,,2.3,1457,240,580,647,102,,,630,632.7,0,0.97,9,632.7,240,0.961,9.6,,"0-10V Other Protocol, NO"
Louvers International Inc,HortiLights,CROPTRON,CT-600-U-ST,AC,40,10.25,5.46,,5,24.0 in,2023-06-30,120,277,Yes,TRUE,2.3,1422,,1421.6,264,641,516,42,1469,2.4,2.3,1422,264,641,516,42,1469,2.4,609,609,0,0.9,5,609.088,120,0.979,8.4,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (9V)"
Best Lighting Products,CABAtech,,CT141-600-U-ST,AC,40,10.25,5.46,,5,24.0 in,2023-06-30,120,277,Yes,TRUE,2.3,1422,,1421.6,264,641,516,42,1469,2.4,2.3,1422,264,641,516,42,1469,2.4,609,609,0,0.9,5,609.088,120,0.979,8.4,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (9V)"
Thrive Agritech,Thrive Agritech,Pinnacle LED,PCL-600W-FS2,AC,35,5.63,3.25,,5,33.6 in,2024-10-25,120,277,No,TRUE,2.3,1384,138.4,1384.3,226,535,622,34,1417,2.36,2.3,1384,226,535,622,34,1417,2.36,601.7,601.7,60.2,0.987,7.5,601.7,120,0.987,7.5,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
Shiny SunShine Ltd.,CULTI LIGHTS,AGRICULTURAL HYDROPONICS EQUIPMENT?LED grow ligh),CL-GL05,AC,40,47.6,1.38,,5,94.8 in,2023-01-12,100,277,No,TRUE,2.3,1150,,,193,476,481,60,,,2.24,1150,193,476,481,60,,,500,500,0,0.997,4,512.7,120,0.997,3.2,,0-10V ANSI C137.1 (9V)
GrowGeneration Corp,ion LED,,ionLED 23635 FSG 25 D1,AC,35,,,1.26,5,46.8 in,2021-06-18,120,277,No,,2.3,44,43.6,43.6,15,16,13,1,,,2.3,44,15,16,13,1,,,18,18,18,0.945,21,18.95,120,0.945,21.4,,
Grow Pros Solutions,GROW PROS SOLUTIONS,LED GROW LIGHTS,GPS-AK-800W,AC,45,11.81,3.94,,5,28.8 in,2023-08-31,120,277,No,TRUE,2.29,1901,184,1840,482,502,918,25,,,2.29,1901,482,502,918,25,,,837,800,80,0.912,10,831.72,120,0.914,10.1,,0-10V IEC60929 Annex E
"SHENZHEN SNC OPTO ELECTRONIC CO.,LTD.",SNC,LED GROW LIGHTS,SNC-GL05-800WS1JA1-aIST2eg,AC,45,11.81,3.94,,5,28.8 in,2022-04-13,120,277,No,TRUE,2.29,1901,184,1840,482,502,918,25,,,2.29,1901,482,502,918,25,,,837,800,80,0.912,10,831.72,120,0.914,10.1,,0-10V IEC60929 Annex E
Intravision Group AS,INTRAVISION,,"FB-4C[L,C][T,B,N,Y]M-SS[R,T,F]",AC,40,2.99,2.36,,5,60.0 in,2024-06-10,120,277,No,TRUE,2.28,115,0,115,11,34,70,0,,,2.28,115,11,34,69,0,,,50.46,50.46,0,0.915,5.5,50.46,120,0.915,5.5,,0-10V Other Protocol
"GrowRay Technologies, Inc.","GrowRay Technologies, Inc.",TR6,"TR6-LV-815-[AF,RE]-[15,DC]-[615,620,L715,L720,L2420,L820,HW]-[00,03,06]-[01,02]-[00,AC,DC]",AC,40,40.2,3,,7,45.6 in,2024-07-12,220,277,No,,2.27,1868,,,184,571,1112,76,,,,,,,,,,,830,,,0.983,9,,,,,,
"GrowRay Technologies, Inc.","GrowRay Technologies, Inc.",TR6,"TR6-HV-815-[AF,RE]-[15,DC]-[615,620,L715,L720,L2420,L820,HW]-[00,03,06]-[01,02]-[00,AC,DC]",AC,40,40.2,3,,7,45.6 in,2024-07-12,347,480,No,,2.27,1868,,,184,571,1112,76,,,2.27,1868,184,571,1112,76,,,821,,,0.96,8,821.2,347,0.96,8.2,,
"GrowRay Technologies, Inc.","GrowRay Technologies, Inc.",TR6,"TR6-HV-720-[AF,RE]-[15,DC]-[615,620,L715,L720,L2420,L820,HW]-[00,03,06]-[01,02]-[00,AC,DC]",AC,40,40.2,3,,7,45.6 in,2024-07-12,347,480,No,,2.27,1629,,,159,497,972,67,,,,,,,,,,,720,,,0.95,9,,,,,,
"GrowRay Technologies, Inc.","GrowRay Technologies, Inc.",TR6,"TR6-LV-720-[AF,RE]-[15,DC]-[615,620,L715,L720,L2420,L820,HW]-[00,03,06]-[01,02]-[00,AC,DC]",AC,40,40.2,3,,7,45.6 in,2024-07-12,220,277,No,,2.27,1629,,,159,497,972,67,,,,,,,,,,,720,,,0.978,11,,,,,,
"GrowRay Technologies, Inc.","GrowRay Technologies, Inc.",TR6,"TR6-HV-720-[AF,RE]-[15,DC]-[615,620,L715,L720,L2420,L820,HW]-[00,03,06]-[01,02]-[00,AC,DC]",AC,40,40.2,3,,7,45.6 in,2024-07-12,347,480,No,,2.27,1629,,,159,497,972,67,,,,,,,,,,,720,,,0.95,9,,,,,,
Abundant Lighting,URBARN,PRO SERIES IFLEX,PS4G-1A,AC,40,44,,,5,44.4 in,2023-06-27,220,480,Yes,TRUE,2.26,1781,219.3,1868.7,500,533,746,89,1869,2.37,2.26,1781,500,533,746,89,1869,2.26,793,792.6,165,0.938,12,788.2,220,0.994,4.1,,"0-10V Other Protocol, Bluetooth Sig MESH and MMDL Layers, No, App Controlled"
HLG,Horticulture Lighting Group,HLG700 V2 Rspec FR HV,HLG700 V2 Rspec FR HV,AC,40,27,3.5,,5,37.2 in,2023-08-28,240,277,No,,2.26,1577,0,1577,257,630,702,107,,,2.26,1577,257,630,702,107,,,700,698.5,0,0.98,7,698.5,240,0.965,8.9,,"0-10V Other Protocol, NO"
Delight Company Inc.,SYMPHONI,SYMPHONI LIGHTBAR,SYM-LBS-L4-VU2-S1-GS-D1,AC,35,4.3,2,,5,57.6 in,2024-08-16,240,240,No,TRUE,2.26,656,0,656,52,183,421,22,,,,,,,,,,,289.81,289.8,0.4,0.939,9.1,,,,,,Wi-Fi
Delight Company Inc.,SYMPHONI,SYMPHONI LIGHTBAR,SYM-LBS-L4-VU2-S1-GS-D1,AC,35,4.3,2,,5,57.6 in,2024-08-16,240,240,No,TRUE,2.26,656,0,656,52,183,421,22,,,,,,,,,,,289.81,289.8,0.4,0.939,9.1,,,,,,Wi-Fi
Scynce LED,Scynce LED,Raging Kush II,Raging Kush II,AC,30,41,5.25,,5,43.2 in,2022-05-19,120,277,Yes,TRUE,2.25,1502,0,1502,201,519,782,77,1581,2.37,2.25,1502,201,519,782,77,1581,2.37,666,666,1,0.998,3,666.2,120,0.951,8.9,,"0-10V Other Protocol, Bluetooth - Manufacturer Specific, Wi-Fi, Proprietary D10, data combined with 0-10 Analog, Thread Mesh between lights, bluetooth to a fixture"
"Ningbo Smart Electronics Co., Ltd.",ESTTECH,LED GROW LIGHT,EST-LED-600I Pro,AC,40,43.2,3.12,,5,48.0 in,2024-08-06,110,277,Yes,TRUE,2.25,1350,110,1350,198,608,545,33,,,,,,,,,,,600,600,70,0.997,4,,,,,,0-10V ANSI C137.1 (8V)
"Ningbo Smart Electronics Co., Ltd.",ESTTECH,LED GROW LIGHT,EST-LED-600I Pro,AC,40,43.2,3.12,,5,48.0 in,2024-08-06,110,277,Yes,TRUE,2.25,1350,110,1350,198,608,545,33,,,,,,,,,,,600,600,70,0.997,4,,,,,,0-10V ANSI C137.1 (8V)
"Ningbo Smart Electronics Co., Ltd.",ESTTECH,LED GROW LIGHT,EST-LED-900I Pro,AC,40,43.2,3.12,,5,48.0 in,2024-08-06,110,277,Yes,TRUE,2.24,2015,110,2010,284,923,809,50,,,2.23,2015,284,923,809,50,,,900,900,70,0.998,3,900.2,120,0.998,3.4,,0-10V ANSI C137.1 (8V)
"Ningbo Smart Electronics Co., Ltd.",ESTTECH,LED GROW LIGHT,EST-LED-900I Pro,AC,40,43.2,3.12,,5,48.0 in,2024-08-06,110,277,Yes,TRUE,2.24,2015,110,2010,284,923,809,50,,,2.23,2015,284,923,809,50,,,900,900,70,0.998,3,900.2,120,0.998,3.4,,0-10V ANSI C137.1 (8V)
Scynce LED,Scynce LED,Alpha II,Dragon Alpha II,AC,30,8,5,,5,44.4 in,2022-05-19,120,277,Yes,TRUE,2.24,1454,0,1454,177,471,806,50,1506,2.32,2.24,1454,177,471,806,50,1506,2.32,649,648.7,1,0.995,6,648.7,120,0.957,13,,"0-10V Other Protocol, Bluetooth - Manufacturer Specific, Wi-Fi, Proprietary D10, data combined with 0-10 Analog, Thread Mesh between lights, bluetooth to a fixture"
LED Smart Inc.,Grow3,,GRW-120-48-230-WW-S-C,AC,40,,,,5,,2023-02-27,100,277,Yes,TRUE,2.24,554,0,554.1,141,273,141,10,,,2.24,554,141,273,141,10,,,247,247,0,0.962,11,247.2,120,0.962,10.6,,Bluetooth Sig MESH and MMDL Layers
"Shenzhen Phlizon Technology Co.,Ltd.",PHLIZON,LED Grow Light,PH-G780,AC,45,11.81,4.72,,5,30.0 in,2024-05-09,100,277,No,TRUE,2.23,1697,0,1697,394,560,744,27,,,2.23,1697,394,560,744,27,,,780,780,0,0.949,7.5,760.1,120,0.949,7.5,,0-10V Other Protocol
Thrive Agritech,Thrive Agritech,APEX LED Light Bar,APX-FS2-120,AC,35,4,4.63,,5,46.8 in,2024-10-30,120,277,No,TRUE,2.23,674,67.4,674.1,106,271,297,19,693,2.3,2.23,674,106,271,297,19,693,2.29,301.66,301.66,30.2,0.953,9.6,301.66,120,0.953,9.6,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
Delight Company Inc.,SYMPHONI,SYMPHONI LIGHTBAR,SYM-LBS-L4-VC1-S1-GS-D2,AC,35,4.3,2,,5,57.6 in,2024-08-16,347,347,No,TRUE,2.23,651,0,651,52,181,418,22,,,2.23,651,52,181,418,22,,,291.33,291.3,0.4,0.968,10.4,291.33,347,0.967,10.8,,Wi-Fi
Delight Company Inc.,SYMPHONI,SYMPHONI LIGHTBAR,SYM-LBS-L4-VC1-S1-GS-D2,AC,35,4.3,2,,5,57.6 in,2024-08-16,347,347,No,TRUE,2.23,651,0,651,52,181,418,22,,,2.23,651,52,181,418,22,,,291.33,291.3,0.4,0.968,10.4,291.33,347,0.967,10.8,,Wi-Fi
Acuity Brands Lighting,Verjure,Arize Life2,VAL2 L48 BRH SEFY,AC,40,1.5,2,,,46.8 in,2021-01-06,120,277,No,TRUE,2.23,71,,,17,28,26,1,73,2.27,2.23,71.229,17.51,27.594,26.088,1.222,,,32,32,3.5,0.934,8.8,31.9,,0.935,7.2,,0-10V Other Protocol
"Adaptiiv Grow Technologies, Inc.",Adaptiiv,AGT1000,AGT1000,AC,43,40,3.75,,5,45.6 in,2022-01-12,120,277,Yes,TRUE,2.22,2119,48,2119,479,386,1262,298,,,2.22,2119,479,386,1262,298,,,956,950,60,0.997,10,955.6,120,0.939,10,,"0-10V Other Protocol, Ethernet TCP/IP, DMX"
Shenzhen Number Energy Saving Corporation,NANOLUX,,LED PGF18,AC,35,1.26,1.26,,5,46.8 in,2024-07-11,120,277,No,,2.22,37,36.9,36.9,15,5,16,3,,,2.22,37,15,5,16,3,,,18,18,18,0.926,19,16.65,120,0.927,13.7,,
BAIYI LIGHTING (SHANGHAI) HOLDINGS LIMITED,BAIYILED,,BY-ZW21820U,AC,45,41.97,4.93,,5,44.4 in,2023-06-05,277,480,Yes,TRUE,2.21,1832,0,1832,306,767,774,131,,,,,,,,,,,829.7,829.7,0,0.97,9,,,,,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V)"
Rayonled Lighting Systems Inc.,Rayonled,Horticultural Lighting Fixture,GLMF-820W-347V,AC,45,41.97,4.93,,5,44.4 in,2023-06-30,277,480,Yes,TRUE,2.21,1832,0,1832,306,767,774,131,,,,,,,,,,,829.7,829.7,0,0.97,9,,,,,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V)"
Rayonled Lighting Systems Inc.,Rayonled,Horticultural Lighting Fixture,GLMF-820W-120V,AC,45,41.97,4.93,,5,44.4 in,2023-06-30,100,277,Yes,TRUE,2.2,1793,0,1793.3,300,750,757,129,,,2.2,1793,300,750,757,129,,,815.4,815.4,0,0.95,15,815.4,100,0.955,15.6,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V)"
BAIYI LIGHTING (SHANGHAI) HOLDINGS LIMITED,BAIYILED,,BY-ZW20820U,AC,45,41.97,4.93,,5,44.4 in,2023-06-05,100,277,Yes,TRUE,2.2,1793,0,1793.3,300,750,757,129,,,2.2,1793,300,750,757,129,,,815.4,815.4,0,0.95,15,815.4,100,0.955,15.6,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V)"
"Longhorn Intelligent Tech Co., Ltd",Longhorn,SSL1-44-660W-GH-XX,SSL1-44-660W-GH-XX,AC,40,41.89,4.49,,5,44.4 in,2019-12-05,100,277,No,TRUE,2.2,1452,0,1452,200,583,613,40,,,2.22,1383,200,582,613,40,,,660,660,0,0.99,5,623,120,0.952,8,,0-10V Other Protocol
LED Smart Inc.,Grow3,,GRW-120-48-300-WW-S-C,AC,40,,,,5,,2023-02-27,100,277,Yes,TRUE,2.19,642,0,642.1,156,314,172,13,,,2.19,642,156,314,172,13,,,293,293,0,0.963,10,293.2,120,0.963,9.9,,Bluetooth Sig MESH and MMDL Layers
Grow Light Science LLC,Grow Light Science,,GLS-PG-4200-HB-C,DC,35,33.8,2.8,,5,44.4 in,2024-01-23,232,232,No,TRUE,,4885,500,4885,845,1821,2221,104,,,,4885,845,1821,2221,104,,,1560,1560,160,,,1560,230,0.921,13.2,6.783,0-10V Other Protocol
"TSRgrow, LLC",TSRgrow,TG-1000HVR-WL3-G2,TG-1000HVR-WL3-G2,DC,40,5,4,,5,46.8 in,2024-05-16,240,260,No,TRUE,,2580,0,2580,391,1021,1167,130,,,,2489,391,1021,1167,130,,,999.5,999.5,0,,,999.5,250.47,0.988,20,3.99,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Power Over Ethernet, Ethernet TCP/IP"
"TSRgrow, LLC",TSRgrow,TG-1000HVR-WL-G2,TG-1000HVR-WL-G2,DC,40,5,4,,5,46.8 in,2024-05-16,240,260,No,TRUE,,2668,0,2667.5,509,1109,1049,57,,,,2651,509,1109,1049,57,,,999.5,999.5,0,,,999.8,250.17,0.988,20,3.996,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Power Over Ethernet, Ethernet TCP/IP"
"TSRgrow, LLC",TSRgrow,TG-100,TG-100HVR8-WL3,DC,40,43,3.2,,5,46.8 in,2022-08-09,240,260,No,TRUE,,2628,,,374,1104,1149,126,,,,,,,,,,,998,998,0,1,,,,,,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), 0-10V Other Protocol, Power Over Ethernet, Ethernet TCP/IP, Ethernet Proprietary"
Grower’s Choice,Grower's Choice,Horticultural Luminaires,CPS-TSL800,DC,40,16.14,11.02,,5,21.6 in,2024-10-21,250,250,No,TRUE,,2326,0,2326,526,827,975,25,,,,2326,526,827,975,25,,,800,800,0,,,788.2,250,,,3.153,"0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
California LightWorks,California LightWorks,Magadrive Vertical Fixtures,MDV-800HW,DC,40,45,1.25,,5,46.8 in,2023-03-02,70,80,Yes,TRUE,,1876,,,416,869,604,31,,,,1876,415,869,604,30,,,800,856,0,0.93,11,747.53,71.19,0.93,11,10.5,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific"
California LightWorks,California LightWorks,Magadrive Vertical Fixtures,MDV-800,DC,40,45,1.25,,5,46.8 in,2023-03-02,70,80,Yes,TRUE,,2193,,,251,507,1442,20,,,,,,,,,,,800,856,0,0.93,11,,,,,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific"
"TSRgrow, LLC",TSRgrow,TG-800HVR-WL-G2,TG-800HVR-WL-G2,DC,40,5,4,,5,46.8 in,2024-05-16,240,260,No,TRUE,,2168,0,2168,414,901,853,46,,,,2113,414,901,853,46,,,799.5,799.5,0,,,799.6,248.4,0.988,20,3.219,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Power Over Ethernet, Ethernet TCP/IP"
"TSRgrow, LLC",TSRgrow,TG-800HVR-WL3-G2,TG-800HVR-WL3-G2,DC,40,5,4,,5,46.8 in,2024-05-16,240,260,No,TRUE,,2113,0,2113,324,832,955,105,,,,2078,324,832,955,105,,,799.5,799.5,0,,,804.6,249.97,0.988,20,3.219,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Power Over Ethernet, Ethernet TCP/IP"
Grow Light Science LLC,Grow Light Science,,GLS-PG-2100-CP-C,DC,35,43.7,1.9,,5,44.4 in,2024-01-23,232,232,No,TRUE,,2478,250,2478,446,904,1130,52,,,,2478,446,904,1130,52,,,788,788,80,,,788.2,231,0.921,13.2,3.411,0-10V Other Protocol
Grow Light Science LLC,Grow Light Science,,GLS-PG-2100-HB-C,DC,35,17.1,2.2,,5,44.4 in,2024-01-23,232,232,No,TRUE,,2474,250,2474,421,920,1134,53,,,,2474,421,920,1134,52,,,787,787,80,,,786.5,231,0.921,13.2,3.404,0-10V Other Protocol
Grower’s Choice,Grower's Choice,Horticultural Luminaires,CPS-V750,DC,40,47.99,2.36,,5,45.6 in,2024-07-15,250,250,No,TRUE,,2007,0,2007,386,869,754,50,,,,,,,,,,,750,750,0,,,,,,,,"0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
"TSRgrow, LLC",TSRgrow,TG-100,TG-100HVR6-WL3,DC,40,43,3.2,,5,46.8 in,2022-08-09,240,260,No,TRUE,,1972,,,285,826,859,95,,,,1972,285,826,859,95,,,749,749,0,1,,748.8,241.56,0.988,20,3.1,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), 0-10V Other Protocol, Power Over Ethernet, Ethernet TCP/IP, Ethernet Proprietary"
Libra Design,Libra Design,High-Flux (HF) LED Module,HF01010040000000-XXXX,DC,40,3.15,3.15,,5,39.6 in,2023-01-30,50,350,No,TRUE,,2195,,,448,564,1182,28,,,,2195,448,563,1182,28,,,747,747,0,,,747.09,336.37,,,2.221,DC Input Power
Libra Design,Libra Design,High-Flux (HF) LED Module,HF01010070000000-XXXX,DC,40,3.15,3.15,,5,39.6 in,2023-01-30,50,350,No,TRUE,,2114,,,530,673,910,30,,,,2114,529,673,910,30,,,746,746,0,,,746.32,321.53,,,2.321,DC Input Power
Libra Design,Libra Design,High-Flux (HF) LED Module,HF01010050000000-XXXX,DC,40,3.15,3.15,,5,39.6 in,2023-01-30,50,350,No,TRUE,,2147,,,413,632,1101,29,,,,2147,413,632,1101,29,,,744,744,0,,,744.2,56.47,,,13.179,DC Input Power
California LightWorks,California LightWorks,Magadrive Vertical Fixtures,MDV-600HW,DC,40,45,1.25,,5,46.8 in,2023-03-02,54,60,Yes,TRUE,,1745,,,287,602,866,22,,,,,,,,,,,600,642,0,0.93,11,,,,,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific"
California LightWorks,California LightWorks,Magadrive Vertical Fixtures,MDV-600,DC,40,45,1.25,,5,46.8 in,2023-03-02,54,60,Yes,TRUE,,2120,,,271,278,1576,13,,,,,,,,,,,600,642,0,0.93,11,,,,,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific"
Heliospectra AB,heliospectra,MitraX R60 800W,MIX8R60,DC,45,3.8,2.6,,5,40.8 in,2024-03-18,48,48,No,TRUE,,1240,233.6,1240,190,306,744,11,,,,,,,,,,,425.3,425.3,80,,,,,,,,"0-10V IEC60929 Annex E, PWM Singal, Adelphi"
Heliospectra AB,heliospectra,MitraX R80 800W,MIX8R80,DC,45,3.8,2.6,,5,40.8 in,2024-03-18,48,48,No,TRUE,,1287,252,1287,97,148,1042,7,,,,,,,,,,,408.3,408.3,80,,,,,,,,"0-10V IEC60929 Annex E, PWM Singal, Adelphi"
California LightWorks,California LightWorks,Magadrive Vertical Fixtures,MDV-400,DC,40,45,1.25,,5,46.8 in,2023-03-02,34,40,Yes,TRUE,,1070,,,356,154,562,7,,,,1070,356,154,562,7,,,400,428,0,0.93,11,384.9,36.65,0.93,11,10.5,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific"
California LightWorks,California LightWorks,Magadrive Vertical Fixtures,MDV-400HW,DC,40,45,1.25,,5,46.8 in,2023-03-02,34,40,Yes,TRUE,,1010,,,186,391,438,14,,,,1010,186,391,438,14,,,400,381,0,0.93,11,375.05,35.71,0.93,11,10.5,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific"
Heliospectra AB,heliospectra,MitraX R40 800W,MIX8R40,DC,45,3.8,2.6,,5,40.8 in,2024-03-18,48,48,No,TRUE,,1072,216,1072,276,388,408,15,,,,1072,276,388,408,15,,,397.8,397.8,80,,,397.8,49.2,,,,"0-10V IEC60929 Annex E, PWM Singal, Adelphi"
Fluence Bioengineering,Fluence,VYPR4,"VR-4X-BP8+FR-WB-[S,B]",DC,40,4.21,3.6,,5,24.0 in,2024-11-19,250,275,No,TRUE,,1237,0,1236.5,71,113,1052,86,1321,,,1237,71,113,1052,86,1322,,386,386,0,,,386.15,271.94,0.972,11,1.42,0-10V IEC60929 Annex E
Heliospectra AB,heliospectra,MitraX R40F Flex 800W,MIX8R40FLF,DC,45,3.8,2.6,,5,40.8 in,2024-09-09,48,48,Yes,TRUE,,1076,223.68,1076,270,394,413,103,,,,1076,270,394,413,103,,,384.8,384.8,80,,,384.8,48.1,,,,"0-10V IEC60929 Annex E, PWM Signal, Adelphi"
Grower’s Choice,Grower's Choice,Horticultural Luminaires,CPS-V375,DC,40,47.99,2.36,,5,34.8 in,2024-07-15,250,250,No,TRUE,,995,0,995.4,196,443,357,24,,,,995,196,443,357,24,,,375,375,0,,,373.8,250,,,,"0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
Sollum technologies,Sollum Technologies,SF-05B,SF-05B-WWX,DC,35,3.82,5.7,,5,27.6 in,2024-09-09,54,54,Yes,TRUE,,940,0,940,145,374,421,37,977,,,940,145,374,421,37,,,375,375,5,,,372.7,54,0.998,8.7,6.902,"Yes, proprietary protocol"
California LightWorks,California LightWorks,Magadrive Linear,MDL-400,DC,40,3.1,5.4,,5,30.0 in,2022-02-16,33,40,Yes,TRUE,,1071,,,115,222,737,10,,,,1071,115,222,737,10,,,363,363,0,0.93,11,363.38,34.61,1,,10.499,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific"
California LightWorks,California LightWorks,MDL-400-HW,MDL-400-HW,DC,40,3.1,5.4,,5,30.0 in,2023-07-18,33,40,Yes,TRUE,,1012,,945,148,307,561,14,,,,1012,148,307,561,14,,,359,377.3,,0.9,11,358.95,34.15,11,9,10.511,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific, NO"
California LightWorks,California LightWorks,MDL-400-HR,MDL-400-HR,DC,40,3.1,5.4,,5,30.0 in,2023-07-14,33,40,Yes,TRUE,,1280,0,1280,74,2,1204,4,,,,1280,74,2,1204,4,,,350,371,0,0.9,11,352.3,33.56,0.9,11,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), Bluetooth - Manufacturer Specific, NO"
Heliospectra AB,heliospectra,MitraX R40F,MIXR40F,DC,45,3.8,2.6,,5,40.8 in,2023-12-05,48,48,No,TRUE,,919,180,919,208,321,390,102,,,,919,208,321,390,102,,,337,337,65,,,336.6,51.15,0.998,4.8,6.581,"0-10V IEC60929 Annex E, PWM Signal, Adelphi"
P.L. Light Systems Canada Inc.,P.L. Light Systems Canada Inc.,TriPlane Linear RWMB_FR HO,TriPlane Linear Single-Channel RWMB_FR High Output (HO) 208-400V 0-10V Dim to Off,DC,40,6.14,3.74,,5,25.2 in,2023-11-17,42,230,No,TRUE,,1021,306.3,1020.9,67,85,869,82,1105,,,,,,,,,,331.1,331.1,99.3,1,,,,,,,0-10V IEC60929 Annex E
Heliospectra AB,heliospectra,MitraX R60,MIXR60,DC,45,3.8,2.6,,5,40.8 in,2023-12-06,49,49,No,TRUE,,1038,205,1038,167,240,631,9,,,,1038,167,240,631,9,,,330,330,65,,,330.2,50.8,0.974,7.5,6.5,"0-10V IEC60929 Annex E, PWM Signal, Adelphi"
Heliospectra AB,heliospectra,MitraX R60F,MIXR60F,DC,45,3.8,2.6,,5,40.8 in,2023-12-05,48,48,No,TRUE,,906,180,905.7,128,192,585,140,,,,906,128,192,585,140,,,328,328,65,,,328.1,50.49,0.999,4.8,6.498,"0-10V IEC60929 Annex E, PWM Signal, Adelphi"
P.L. Light Systems Canada Inc.,P.L. Light Systems Canada Inc.,TriPlane Linear RWMB HO,TriPlane Linear Single-Channel RWMB High Output (HO) 208-400V 0-10V Dim to Off,DC,40,6.14,3.74,,5,25.2 in,2023-11-17,50,273,No,TRUE,,1032,309.7,1032.2,68,93,871,6,1040,,,1032,67,93,871,6,,,317,317,95.1,1,,317.17,123.2,0.983,5.8,2.574,0-10V IEC60929 Annex E
Heliospectra AB,heliospectra,MitraX R40,MIXR40,DC,45,3.8,2.6,,5,40.8 in,2023-12-06,48,48,No,TRUE,,926,170,926.2,233,336,357,11,,,,926,233,336,357,11,,,315,315,65,,,314.8,48.43,0.975,7.5,6.5,"0-10V IEC60929 Annex E, PWM Signal, Adelphi"
